no_of_dependents,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,education,self_employed
0.3238976903017943,1.60793106538818,2.130553803698745,1.598458982762878,-0.47446885916103754,2.836441283827454,-0.5186351190769402,1.0003476181987627,0.12425297996881643,1.0027370530174533,-1.0361873433536601
1.5063666637342892,0.6570261239014323,0.5089135530278748,-0.8591374309584011,-0.09658947901969808,0.3658975403586978,0.6083823093681342,0.21877716471684788,0.7384430623856065,1.0027370530174533,-1.0361873433536601
-0.8585712831307006,-0.18822271297567672,-0.2909495435868111,-0.8591374309584011,-0.5849259087408137,0.6993451621765668,-0.3806329849816249,-0.21542864277310478,-0.8277416477772083,-0.9972704179932149,-1.0361873433536601
-0.8585712831307006,-0.6812845344873236,-0.38956280207355315,-1.210222632918584,1.5486392068264414,-0.8921093964996262,-0.5646358304420452,-0.8667373540080338,-0.39780859008545516,1.0027370530174533,0.965076447241154
0.9151321770180418,1.3966188561689028,1.6813156261480309,1.598458982762878,-0.42214709883377516,2.063449069613304,0.5853819536855817,1.6733666198081893,2.5195943013942976,1.0027370530174533,0.965076447241154
1.5063666637342892,-1.2800024606086093,-1.0688985827599986,0.194118174922147,1.0079810167780634,-0.8769526864169958,-0.9556418770454383,-1.1598262740637517,-1.2883842095898008,-0.9972704179932149,-1.0361873433536601
0.9151321770180418,-1.3504398636817017,-1.3099532146164794,0.8962885788425125,-1.4918364210800283,-0.9375795267475174,-0.6106365418071503,-1.2575225807489911,-0.9812891683814058,1.0027370530174533,0.965076447241154
0.9151321770180418,-0.8573780421700548,-0.7182736636960269,-1.210222632918584,0.9905404300023093,-1.0285197872432998,-0.2426308508863097,-0.5085175628288228,-0.7049036312938503,1.0027370530174533,-1.0361873433536601
-0.8585712831307006,-1.6674081775106175,-1.540050817752211,0.5452033768823298,-1.6313611152860614,-1.104303337656452,-1.0936440111407535,-1.5180460652429628,-1.4726412343148378,1.0027370530174533,0.965076447241154
-1.449805769846948,-0.399534922194954,-0.2471214287038146,1.2473737808026952,-0.10240300794494946,-0.4374080940207139,0.10237448435197835,-0.26970436870934883,0.03212446760629791,1.0027370530174533,0.965076447241154
-0.2673367964144531,-0.4699723252680464,-0.10468005533407601,-0.8591374309584011,0.16501932261661384,-0.9982063670780391,-1.070643655458201,-0.41082125614358345,-0.45922759832713417,-0.9972704179932149,-1.0361873433536601
-0.8585712831307006,-1.1743463559989706,-1.1565548125259917,1.598458982762878,-0.7244506029468467,-1.0891466275738215,-0.9786422327279909,-1.0512748221912636,-0.9198701601397268,-0.9972704179932149,0.965076447241154
0.9151321770180418,0.6922448254379785,0.9910228167408361,-0.1569670270380357,0.4208145953276744,1.7300014477954346,0.2633769741298461,0.7072586981430447,0.4313480211772115,-0.9972704179932149,0.965076447241154
0.9151321770180418,-1.2800024606086093,-1.3318672720579776,-0.8591374309584011,0.6882369258892377,-0.5435050645991267,-1.1166443668233061,-1.1272608385020053,-1.0119986725022452,1.0027370530174533,0.965076447241154
-1.449805769846948,-0.22344141451222294,-0.03893788300958128,0.8962885788425125,0.19408696724287072,-0.5131916444338659,-0.4956347633943876,-0.07431175533887016,-0.6741941271730107,1.0027370530174533,-1.0361873433536601
0.3238976903017943,-0.399534922194954,-0.5758322903262882,-0.8591374309584011,-0.0035730162156760665,0.5326213512676323,0.5623815980030291,-0.8016064828845408,-0.48993710244797367,1.0027370530174533,-1.0361873433536601
0.9151321770180418,-1.5617520729009788,-1.452394587986218,-0.8591374309584011,1.4323686283214139,-1.104303337656452,-0.8636404543152282,-1.4094946133704747,-1.2576747054689612,1.0027370530174533,-1.0361873433536601
-1.449805769846948,-1.2095650575355168,-1.1565548125259917,1.2473737808026952,-0.8232805946761201,-1.104303337656452,-0.6566372531722553,-1.1923917096254981,-0.9505796642605663,-0.9972704179932149,-1.0361873433536601
-0.8585712831307006,-0.6812845344873236,-0.9593282955525074,1.598458982762878,1.5253850911254359,-0.8314825561691046,0.28637732981239866,-0.9210130799442778,-0.27497057360209715,-0.9972704179932149,0.965076447241154
0.9151321770180418,-1.3504398636817017,-1.17846886996749,-0.5080522289982184,-0.03845418976718432,-0.8769526864169958,-0.7026379645373604,-1.2900880163107376,-1.1041271848647638,-0.9972704179932149,-1.0361873433536601
0.3238976903017943,-1.5969707744375252,-1.4852656741484653,-0.8591374309584011,-1.2360411483689677,-0.9072661065822566,-1.070643655458201,-1.442060048932221,-1.3190937137106402,1.0027370530174533,-1.0361873433536601
-0.2673367964144531,0.5513700192917937,-0.006066796847333914,0.8962885788425125,-1.1837193880417054,0.9418525234986534,0.4013791082251613,0.9135064567007721,-0.48993710244797367,-0.9972704179932149,-1.0361873433536601
-1.449805769846948,1.1853066469496254,0.6075268115146168,-0.1569670270380357,-0.7418911897226008,-0.8921093964996262,-0.771639031585018,1.0763336345095043,2.1510802519442236,1.0027370530174533,-1.0361873433536601
1.5063666637342892,-1.3856585652182478,-1.2222969848504863,-1.5613078348787666,-0.3872659252822669,-1.0588332074085607,-0.8176397429501231,-1.1706814192510007,-1.0119986725022452,1.0027370530174533,0.965076447241154
0.3238976903017943,-0.9630341467796933,-0.7730588072997724,0.5452033768823298,-0.7709588343488577,-0.4525648041033443,-0.35763262929907236,-0.8016064828845408,-0.9505796642605663,1.0027370530174533,0.965076447241154
0.3238976903017943,1.6431497669247261,0.6075268115146168,0.8962885788425125,-0.46865533023578615,2.5484637922574764,1.4363951139400255,1.336857119003476,0.3699290129355325,-0.9972704179932149,-1.0361873433536601
-0.8585712831307006,1.290962751559264,1.8237569995177694,0.194118174922147,-0.46284180131053476,0.06276333870608963,1.2293919127970527,1.6516563294336917,0.3699290129355325,1.0027370530174533,0.965076447241154
0.3238976903017943,-0.7869406390969623,-0.6196604052092847,-0.1569670270380357,-0.49772297486204303,-0.058490341954953645,-0.3116319179339673,-0.8016064828845408,-1.0427081766230848,1.0027370530174533,-1.0361873433536601
-1.449805769846948,-1.2095650575355168,-1.0688985827599986,-1.210222632918584,0.7463722151417514,-1.0588332074085607,-0.6336368974897028,-1.0404196770040148,-1.1655461931064428,-0.9972704179932149,0.965076447241154
1.5063666637342892,-0.4347536237315002,-0.6525314913715321,1.2473737808026952,0.28710343004689276,0.24464385969765456,-0.19663013952120462,-0.5302278532033204,-0.5820656148104922,-0.9972704179932149,0.965076447241154
0.3238976903017943,-0.3290975191218616,-0.7182736636960269,-1.5613078348787666,1.327725107666889,0.6993451621765668,-1.1166443668233061,0.12108085803160853,-0.45922759832713417,-0.9972704179932149,-1.0361873433536601
-0.2673367964144531,-1.5617520729009788,-1.5290937890314618,-0.5080522289982184,1.6300286117799607,-1.0133630771606694,-1.1166443668233061,-1.5071909200557139,-1.4112222260731588,-0.9972704179932149,0.965076447241154
1.5063666637342892,-0.8925967437066009,-0.6854025775337794,-0.1569670270380357,0.955659256450801,-0.5586617746817572,-0.7486386759024655,-0.7473307569482968,-0.6741941271730107,-0.9972704179932149,-1.0361873433536601
0.9151321770180418,-0.6460658329507775,-0.3128636010283093,0.5452033768823298,0.45569576887918267,-1.1346167578217128,-0.8636404543152282,-0.8233167732590385,-0.6127751189313317,1.0027370530174533,-1.0361873433536601
-1.449805769846948,1.431837557705449,1.3197336783633098,0.194118174922147,1.0603027771053257,2.563620502340107,-0.4496340520292825,2.140137862859888,1.4140521530440757,1.0027370530174533,-1.0361873433536601
-0.2673367964144531,-1.0334715498527858,-1.101769668922246,-1.210222632918584,-0.3640118095812614,-1.0133630771606694,-0.9786422327279909,-0.9210130799442778,-0.5513561106896527,-0.9972704179932149,-1.0361873433536601
0.3238976903017943,-1.5617520729009788,-1.4962227028692143,0.8962885788425125,-0.5558582641145569,-1.0285197872432998,-1.0476432997756484,-1.376929177808728,-1.2269652013481218,-0.9972704179932149,0.965076447241154
1.5063666637342892,-1.5265333713644327,-1.4633516167069671,1.2473737808026952,0.8858969093477845,-0.8314825561691046,-1.070643655458201,-1.4094946133704747,-1.3190937137106402,1.0027370530174533,-1.0361873433536601
1.5063666637342892,0.9035570346572558,0.8704955008125959,-0.1569670270380357,1.3044709919658837,-0.6496020351775397,0.5623815980030291,0.27305289065309196,0.7384430623856065,-0.9972704179932149,0.965076447241154
-1.449805769846948,0.6218074223648861,0.6294408689561152,1.598458982762878,1.24633570271337,1.3813971158949352,1.6203979594004458,1.2608711026927342,0.9534095912314831,1.0027370530174533,-1.0361873433536601
-1.449805769846948,0.5865887208283399,-0.017023825568083035,0.8962885788425125,0.19408696724287072,-0.6192886150122788,0.47038017527281895,0.7832447144537863,0.9841190953523226,1.0027370530174533,0.965076447241154
0.3238976903017943,-0.4699723252680464,-0.13755114149632336,-0.1569670270380357,0.09525697551359733,-0.5131916444338659,-0.9326415213628858,-0.3456903850200906,0.12425297996881643,-0.9972704179932149,0.965076447241154
0.3238976903017943,0.8683383331207096,1.1225071613898256,0.194118174922147,0.9440321986002983,0.8812256831681318,1.3673940468923678,0.46844550402357066,1.4447616571649151,1.0027370530174533,0.965076447241154
1.5063666637342892,-0.5404097283411389,-0.3566917159113058,-1.210222632918584,0.21734108294387622,-0.7708557158385829,-0.4496340520292825,-0.3456903850200906,-0.39780859008545516,-0.9972704179932149,0.965076447241154
-0.8585712831307006,-1.0334715498527858,-0.8059298934620198,0.8962885788425125,-1.6139205285103073,-0.36162454360756185,-1.0016425884105433,-1.1272608385020053,-0.7970321436563688,1.0027370530174533,0.965076447241154
-1.449805769846948,0.34005781007251645,-0.21425034254156722,-0.8591374309584011,-1.2767358508457274,1.3965538259775656,0.6313826650506867,0.7506792788920399,0.769152566506446,-0.9972704179932149,-1.0361873433536601
1.5063666637342892,1.7135871699978187,2.262038148347734,-0.1569670270380357,-1.2360411483689677,0.07792004878872004,-0.12762907247354702,2.617764251098836,2.4888847972734585,1.0027370530174533,-1.0361873433536601
-0.2673367964144531,0.6570261239014323,-0.12659411277557425,-0.5080522289982184,1.3044709919658837,1.0479494940770664,0.7463844434634493,0.7940998596410351,-0.09071354887706011,1.0027370530174533,0.965076447241154
-0.2673367964144531,-1.2800024606086093,-1.3318672720579776,0.194118174922147,-0.666315313694333,-1.0285197872432998,-0.7486386759024655,-1.0404196770040148,-1.1041271848647638,-0.9972704179932149,-1.0361873433536601
0.9151321770180418,0.16396430238978538,0.38838623709963443,0.194118174922147,-0.20704652859947423,0.926695813416023,0.3093776854949512,0.5010109395853171,0.7384430623856065,1.0027370530174533,-1.0361873433536601
0.3238976903017943,0.3752765116090626,0.8485814433710975,1.2473737808026952,0.20571402509337347,1.4268672461428265,0.5623815980030291,0.4901557943980683,0.339219508814693,-0.9972704179932149,0.965076447241154
1.5063666637342892,-1.4208772667547942,-1.3866524156617233,1.2473737808026952,0.04874874411158632,-0.8769526864169958,-0.8176397429501231,-1.3552188874342304,-1.3190937137106402,-0.9972704179932149,0.965076447241154
1.5063666637342892,-0.29387881758531537,-0.6963596062545285,-0.8591374309584011,-0.12565712364595497,-0.21005744278125774,-0.9326415213628858,-0.7147653213865504,-0.7356131354146898,1.0027370530174533,0.965076447241154
0.3238976903017943,-1.3856585652182478,-1.2332540135712355,1.598458982762878,1.217268058087113,-0.9072661065822566,-0.771639031585018,-1.2900880163107376,-1.1655461931064428,1.0027370530174533,0.965076447241154
1.5063666637342892,0.9035570346572558,0.26785892117139415,-0.8591374309584011,-0.5500447351893054,0.259800569780285,-0.3116319179339673,0.06680513209536446,1.5061806654065941,-0.9972704179932149,-1.0361873433536601
-1.449805769846948,1.1500879454130792,1.6374875112650342,-1.210222632918584,-0.02682713191668157,1.0934196243249574,1.7584000934957609,1.0546233441350068,2.181789756065063,1.0027370530174533,0.965076447241154
0.9151321770180418,-1.1391276544624245,-0.8607150370657654,1.598458982762878,-0.6314341401428247,-0.6647587452601701,-0.8636404543152282,-0.8558822088207849,-0.8891606560188873,-0.9972704179932149,-1.0361873433536601
0.3238976903017943,1.5374936623150877,0.5965697827938677,-0.8591374309584011,0.23478166971963035,1.517807506638609,1.8734018719085237,1.0220579085732602,1.6290186818899521,1.0027370530174533,0.965076447241154
-1.449805769846948,-1.3504398636817017,-1.3537813294994758,-1.5613078348787666,0.19408696724287072,-0.8921093964996262,-1.0016425884105433,-1.3443637422469816,-1.0427081766230848,1.0027370530174533,0.965076447241154
-0.8585712831307006,0.9035570346572558,1.1334641901105746,-0.1569670270380357,-0.05589477654293845,0.07792004878872004,-1.024642944093096,1.0654784893222555,1.8746947148566682,1.0027370530174533,0.965076447241154
-0.2673367964144531,0.3752765116090626,-0.3019065723075602,1.2473737808026952,0.5370851738327019,1.0176360739118055,0.9763880002889748,-0.26970436870934883,-0.42851809420629466,-0.9972704179932149,0.965076447241154
-0.2673367964144531,-1.6321894759740714,-1.5071797315899635,-1.5613078348787666,1.6300286117799607,-1.0891466275738215,-1.0476432997756484,-1.5180460652429628,-1.3498032178314798,-0.9972704179932149,0.965076447241154
0.3238976903017943,1.114869243876533,0.6075268115146168,-0.1569670270380357,-0.9511782310316504,1.3207702755644137,1.505396180987683,1.5213945871867058,0.3699290129355325,-0.9972704179932149,0.965076447241154
0.9151321770180418,-0.6108471314142313,-0.8826290945072637,1.598458982762878,-0.5849259087408137,0.12339017903661127,-0.3806329849816249,-0.8450270636335361,-0.7356131354146898,-0.9972704179932149,-1.0361873433536601
0.3238976903017943,-1.6321894759740714,-1.5290937890314618,-0.8591374309584011,0.6184745787862211,-1.104303337656452,-1.0476432997756484,-1.4854806296812162,-1.4726412343148378,1.0027370530174533,0.965076447241154
0.3238976903017943,0.5865887208283399,-0.18137925637931987,0.5452033768823298,1.031235132479069,-0.3767812536901923,-0.19663013952120462,1.163174796007495,1.4447616571649151,1.0027370530174533,0.965076447241154
